RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Target
Cody Donovan,Nikita Krylov,115.0,-125.0,115.0,80.0,0
Paddy Holohan,Joshua Sampo,225.0,-245.0,225.0,40.8163,1
Donald Cerrone,Jim Miller,-240.0,220.0,41.6667,220.0,1
Edson Barboza,Evan Dunham,-320.0,260.0,31.25,260.0,1
Rick Story,Leonardo Mafra,-300.0,270.0,33.3333,270.0,1
Justin Salas,Joe Proctor,-135.0,125.0,74.0741,125.0,0
John Lineker,Alptekin Ozkilic,-345.0,315.0,28.9855,315.0,1
Lucas Martins,Alex White,155.0,-175.0,155.0,57.1429,1
Gleison Tibau,Pat Healy,-165.0,155.0,60.6061,155.0,1
Jessamyn Duke,Leslie Smith,120.0,-130.0,120.0,76.9231,0
Hugo Viana,Aljamain Sterling,230.0,-250.0,230.0,40.0,0
Yosdenis Cedeno,Jerrod Sanders,170.0,-185.0,170.0,54.0541,1
Claudia Gadelha,Tina Lahdemaki,-560.0,475.0,17.8571,475.0,1
Frankie Edgar,BJ Penn,-370.0,330.0,27.027,330.0,1
Corey Anderson,Matt Van Buren,-265.0,245.0,37.7358,245.0,1
Dhiego Lima,Eddie Gordon,-150.0,140.0,66.6667,140.0,0
Derrick Lewis,Guto Inocente,-185.0,170.0,54.0541,170.0,1
Justin Scoggins,Dustin Ortiz,-290.0,260.0,34.4828,260.0,0
Jesse Ronson,Kevin Lee,200.0,-220.0,200.0,45.4545,0
Jumabieke Tuerxun,Leandro Issa,115.0,-125.0,115.0,80.0,0
Adriano Martins,Juan Puig,-420.0,375.0,23.8095,375.0,1
Patrick Walsh,Daniel Spohn,210.0,-230.0,210.0,43.4783,1
Sarah Moras,Alexis Dufresne,210.0,-230.0,210.0,43.4783,1
Chris Weidman,Lyoto Machida,-185.0,170.0,54.0541,170.0,1
Ronda Rousey,Alexis Davis,-900.0,700.0,11.1111,700.0,1
Uriah Hall,Thiago Santos,-310.0,255.0,32.2581,255.0,1
Marcus Brimage,Russell Doane,-115.0,105.0,86.9565,105.0,0
Urijah Faber,Alex Caceres,-705.0,570.0,14.1844,570.0,1
Kenny Robertson,Ildemar Alcantara,115.0,-125.0,115.0,80.0,1
Chris Camozzi,Bruno Santos,-240.0,220.0,41.6667,220.0,0
George Roop,Rob Font,-185.0,170.0,54.0541,170.0,0
Luke Zachrich,Guilherme Vasconcelos,160.0,-170.0,160.0,58.8235,1
Cub Swanson,Jeremy Stephens,-225.0,205.0,44.4444,205.0,1
Kelvin Gastelum,Nico Musoke,-275.0,250.0,36.3636,250.0,1
Cezar Ferreira,Andrew Craig,-270.0,248.0,37.037,248.0,1
Ricardo Lamas,Hacran Dias,-270.0,248.0,37.037,248.0,1
Clint Hester,Antonio Braga Neto,140.0,-150.0,140.0,66.6667,1
Joe Ellenberger,James Moontasri,-177.0,166.0,56.4972,166.0,1
Colton Smith,Diego Ferreira,170.0,-185.0,170.0,54.0541,0
Johnny Bedford,Cody Gibson,-185.0,170.0,54.0541,170.0,0
Marcelo Guimaraes,Andy Enz,170.0,-200.0,170.0,50.0,1
Ray Borg,Shane Howell,-460.0,410.0,21.7391,410.0,1
Aleksei Oleinik,Anthony Hamilton,-140.0,130.0,71.4286,130.0,1
James Te Huna,Nate Marquardt,-200.0,170.0,50.0,170.0,0
Soa Palelei,Jared Rosholt,155.0,-165.0,155.0,60.6061,0
Hatsu Hioki,Charles Oliveira,185.0,-200.0,185.0,50.0,0
Robert Whittaker,Mike Rhodes,-250.0,230.0,40.0,230.0,1
Jake Matthews,Dashon Johnson,-165.0,155.0,60.6061,155.0,1
Richie Vaculik,Roldan Sangcha-an,-125.0,115.0,80.0,115.0,1
Chris Indich,Vik Grujic,-105.0,-105.0,95.2381,95.2381,0
Neil Magny,Rodrigo de Lima,-290.0,260.0,34.4828,260.0,1
Dan Hooker,Ian Entwistle,-120.0,110.0,83.3333,110.0,1
Gian Villante,Sean O'Connell,-265.0,245.0,37.7358,245.0,1
Demetrious Johnson,Ali Bagautinov,-690.0,560.0,14.4928,560.0,1
Rory MacDonald,Tyron Woodley,-115.0,105.0,86.9565,105.0,1
Ryan Bader,Rafael Feijao,-165.0,155.0,60.6061,155.0,1
Andrei Arlovski,Brendan Schaub,140.0,-150.0,140.0,66.6667,1
Ovince Saint Preux,Ryan Jimmo,-165.0,155.0,60.6061,155.0,1
Daniel Sarafian,Kiichi Kunimoto,-450.0,400.0,22.2222,400.0,0
Valerie Letourneau,Elizabeth Phillips,125.0,-135.0,125.0,74.0741,1
Yves Jabouin,Mike Easton,200.0,-220.0,200.0,45.4545,1
Kajan Johnson,Tae Hyun Bang,-185.0,170.0,54.0541,170.0,0
Roland Delorme,Michinori Tanaka,140.0,-150.0,140.0,66.6667,0
Jason Saggo,Josh Shockley,-105.0,-105.0,95.2381,95.2381,1
Benson Henderson,Rustam Khabilov,-225.0,205.0,44.4444,205.0,1
Diego Sanchez,Ross Pearson,120.0,-130.0,120.0,76.9231,1
John Dodson,John Moraga,-570.0,480.0,17.5439,480.0,1
Rafael Dos Anjos,Jason High,-280.0,255.0,35.7143,255.0,1
Yves Edwards,Piotr Hallmann,145.0,-155.0,145.0,64.5161,0
Erik Perez,Bryan Caraway,-120.0,110.0,83.3333,110.0,0
Yaotzin Meza,Sergio Pettis,540.0,-660.0,540.0,15.1515,0
Bobby Voelker,Lance Benoist,-105.0,-105.0,95.2381,95.2381,0
Scott Jorgensen,Danny Martinez,-245.0,225.0,40.8163,225.0,1
Jon Tuck,Jake Lindsey,-150.0,140.0,66.6667,140.0,1
Patrick Cummins,Roger Narvaez,-310.0,280.0,32.2581,280.0,1
Stipe Miocic,Fabio Maldonado,-650.0,535.0,15.3846,535.0,1
Vitor Miranda,Antonio Carlos Junior,185.0,-200.0,185.0,50.0,0
Marcio Alexandre Junior,Warlley Alves,185.0,-200.0,185.0,50.0,0
Demian Maia,Alexander Yakovlev,-455.0,405.0,21.978,405.0,1
Rony Jason,Robert Peralta,-320.0,290.0,31.25,290.0,0
Rodrigo Damm,Rashid Magomedov,290.0,-320.0,290.0,31.25,0
Elias Silverio,Ernest Chavez,-500.0,435.0,20.0,435.0,1
Paulo Thiago,Gasan Umalatov,-175.0,165.0,57.1429,165.0,0
Kevin Souza,Mark Eddiva,-325.0,295.0,30.7692,295.0,1
Ricardo Abreu,Wagner Silva,-320.0,290.0,31.25,290.0,1
Marcos Rogerio de Lima,Richardson Moreira,-150.0,140.0,66.6667,140.0,1
Pedro Munhoz,Matt Hobar,-295.0,265.0,33.8983,265.0,1
Mark Munoz,Gegard Mousasi,235.0,-255.0,235.0,39.2157,0
Francis Carmont,CB Dollaway,-165.0,155.0,60.6061,155.0,0
Luke Barnatt,Sean Strickland,-155.0,145.0,64.5161,145.0,0
Tom Niinimaki,Niklas Backstrom,-245.0,225.0,40.8163,225.0,0
Nick Hein,Drew Dober,-140.0,130.0,71.4286,130.0,1
Magnus Cedenblad,Krzysztof Jotko,-105.0,-105.0,95.2381,95.2381,1
Vaughan Lee,Iuri Alcantara,305.0,-335.0,305.0,29.8507,0
Peter Sobotta,Pawel Pawlak,140.0,-150.0,140.0,66.6667,1
Andy Ogle,Maximo Blanco,205.0,-225.0,205.0,44.4444,0
Viktor Pesta,Ruslan Magomedov,160.0,-170.0,160.0,58.8235,0
Renan Barao,TJ Dillashaw,-910.0,710.0,10.989,710.0,0
Daniel Cormier,Dan Henderson,-750.0,525.0,13.3333,525.0,1
Robbie Lawler,Jake Ellenberger,-170.0,160.0,58.8235,160.0,1
Takeya Mizugaki,Francisco Rivera,-145.0,135.0,68.9655,135.0,1
Jamie Varner,James Krause,-215.0,195.0,46.5116,195.0,0
Michael Chiesa,Francisco Trinaldo,-150.0,140.0,66.6667,140.0,1
Tony Ferguson,Katsunori Kikuno,-315.0,285.0,31.746,285.0,1
Chris Holdsworth,Chico Camus,-355.0,320.0,28.169,320.0,1
Al Iaquinta,Mitch Clarke,-430.0,380.0,23.2558,380.0,0
Anthony Njokuani,Vinc Pichel,-260.0,240.0,38.4615,240.0,0
Sam Sicilia,Aaron Phillips,-140.0,130.0,71.4286,130.0,1
David Michaud,Li Jingliang,-125.0,115.0,80.0,115.0,0
Matt Brown,Erick Silva,210.0,-230.0,210.0,43.4783,1
Costas Philippou,Lorenz Larkin,160.0,-170.0,160.0,58.8235,1
Erik Koch,Daron Cruickshank,-295.0,265.0,33.8983,265.0,0
Neil Magny,Tim Means,275.0,-305.0,275.0,32.7869,1
Soa Palelei,Ruan Potts,-310.0,280.0,32.2581,280.0,1
Chris Cariaso,Louis Smolka,135.0,-145.0,135.0,68.9655,1
Ed Herman,Rafael Natal,135.0,-155.0,135.0,64.5161,1
Kyoji Horiguchi,Darrell Montague,-210.0,190.0,47.619,190.0,1
Yan Cabral,Zak Cummings,-560.0,475.0,17.8571,475.0,0
Eddie Wineland,Johnny Eduardo,-935.0,735.0,10.6952,735.0,0
Manvel Gamburyan,Nik Lentz,460.0,-540.0,460.0,18.5185,0
Justin Salas,Ben Wall,-290.0,260.0,34.4828,260.0,1
Anthony Lapsley,Albert Tumenov,245.0,-265.0,245.0,37.7358,0
Jon Jones,Glover Teixeira,-440.0,390.0,22.7273,390.0,1
Phil Davis,Anthony Johnson,-240.0,220.0,41.6667,220.0,0
Luke Rockhold,Tim Boetsch,-1000.0,800.0,10.0,800.0,1
Jim Miller,Yancy Medeiros,-185.0,170.0,54.0541,170.0,1
Max Holloway,Andre Fili,125.0,-135.0,125.0,74.0741,1
Joseph Benavidez,Tim Elliott,-450.0,400.0,22.2222,400.0,1
Takanori Gomi,Isaac Vallie-Flagg,-155.0,145.0,64.5161,145.0,1
Jessamyn Duke,Bethe Correia,-135.0,125.0,74.0741,125.0,0
Danny Castillo,Charlie Brenneman,-355.0,320.0,28.169,320.0,1
Chris Beal,Patrick Williams,-110.0,100.0,90.9091,100.0,1
Fabricio Werdum,Travis Browne,200.0,-220.0,200.0,45.4545,1
Miesha Tate,Liz Carmouche,-185.0,170.0,54.0541,170.0,1
Donald Cerrone,Edson Barboza,160.0,-170.0,160.0,58.8235,1
Brad Tavares,Yoel Romero,-145.0,135.0,68.9655,135.0,0
Rafael Dos Anjos,Khabib Nurmagomedov,275.0,-305.0,275.0,32.7869,0
Thiago Alves,Seth Baczynski,-480.0,423.0,20.8333,423.0,1
Jorge Masvidal,Pat Healy,-265.0,245.0,37.7358,245.0,1
Estevan Payan,Alex White,-115.0,105.0,86.9565,105.0,0
Caio Magalhaes,Luke Zachrich,-295.0,265.0,33.8983,265.0,1
Jordan Mein,Hernani Perpetuo,-420.0,375.0,23.8095,375.0,1
Dustin Ortiz,Ray Borg,-155.0,145.0,64.5161,145.0,1
Mirsad Bektic,Chas Skelly,-140.0,130.0,71.4286,130.0,1
Derrick Lewis,Jack May,-290.0,260.0,34.4828,260.0,1
Michael Bisping,Tim Kennedy,-200.0,185.0,50.0,185.0,0
Patrick Cote,Kyle Noke,185.0,-200.0,185.0,50.0,1
Sheldon Westcott,Elias Theodorou,175.0,-190.0,175.0,52.6316,0
Chad Laprise,Olivier Aubin-Mercier,145.0,-155.0,145.0,64.5161,1
Dustin Poirier,Akira Corassani,-1050.0,850.0,9.5238,850.0,1
Sam Stout,KJ Noons,-105.0,-105.0,95.2381,95.2381,0
Sarah Kaufman,Leslie Smith,-265.0,245.0,37.7358,245.0,1
Ryan Jimmo,Sean O'Connell,-660.0,540.0,15.1515,540.0,1
George Roop,Dustin Kimura,-155.0,145.0,64.5161,145.0,1
Mark Bocek,Mike de la Torre,-660.0,540.0,15.1515,540.0,1
Nordine Taleb,Vik Grujic,-235.0,215.0,42.5532,215.0,1
Richard Walsh,Chris Indich,-230.0,210.0,43.4783,210.0,1
Mitch Gagnon,Tim Gorman,-315.0,285.0,31.746,285.0,1
Minotauro Nogueira,Roy Nelson,150.0,-160.0,150.0,62.5,0
Clay Guida,Tatsuya Kawajiri,-140.0,130.0,71.4286,130.0,1
John Howard,Ryan LaFlare,365.0,-410.0,365.0,24.3902,0
Ramsey Nijem,Beneil Dariush,235.0,-255.0,235.0,39.2157,1
Jared Rosholt,Daniel Omielanczuk,-280.0,255.0,35.7143,255.0,1
Thales Leites,Trevor Smith,-545.0,465.0,18.3486,465.0,1
Alan Omer,Jim Alers,210.0,-230.0,210.0,43.4783,0
Mauricio Rua,Dan Henderson,-165.0,155.0,60.6061,155.0,0
Cezar Ferreira,CB Dollaway,-380.0,340.0,26.3158,340.0,0
Fabio Maldonado,Gian Villante,260.0,-290.0,260.0,34.4828,1
Michel Prazeres,Mairbek Taisumov,285.0,-315.0,285.0,31.746,1
Rony Jason,Steven Siler,-185.0,170.0,54.0541,170.0,1
Ronny Markes,Thiago Santos,-840.0,660.0,11.9048,660.0,0
Jussier Formiga,Scott Jorgensen,170.0,-185.0,170.0,54.0541,1
Thiago Perpetuo,Kenny Robertson,-135.0,125.0,74.0741,125.0,0
Francimar Barroso,Hans Stringer,-135.0,125.0,74.0741,125.0,0
Godofredo Pepey,Noad Lahat,285.0,-315.0,285.0,31.746,1
Johny Hendricks,Robbie Lawler,-365.0,328.0,27.3973,328.0,1
Carlos Condit,Tyron Woodley,-200.0,185.0,50.0,185.0,0
Diego Sanchez,Myles Jury,160.0,-170.0,160.0,58.8235,0
Jake Shields,Hector Lombard,160.0,-170.0,160.0,58.8235,0
Ovince Saint Preux,Nikita Krylov,-500.0,435.0,20.0,435.0,1
Kelvin Gastelum,Rick Story,-170.0,160.0,58.8235,160.0,1
Raquel Pennington,Jessica Andrade,230.0,-250.0,230.0,40.0,0
Dennis Bermudez,Jimy Hettes,-260.0,240.0,38.4615,240.0,1
Sean Spencer,Alex Garcia,290.0,-320.0,290.0,31.25,0
Renee Forte,Francisco Trevino,-155.0,145.0,64.5161,145.0,0
Will Campuzano,Justin Scoggins,550.0,-675.0,550.0,14.8148,0
Bubba McDaniel,Sean Strickland,145.0,-155.0,145.0,64.5161,0
Daniel Pineda,Rob Whiteford,-210.0,190.0,47.619,190.0,0
Alexander Gustafsson,Jimi Manuwa,-525.0,450.0,19.0476,450.0,1
Michael Johnson,Melvin Guillard,-150.0,140.0,66.6667,140.0,1
Brad Pickett,Neil Seery,-1000.0,800.0,10.0,800.0,1
Gunnar Nelson,Omari Akhmedov,-280.0,255.0,35.7143,255.0,1
Cyrille Diabate,Ilir Latifi,125.0,-135.0,125.0,74.0741,0
Luke Barnatt,Mats Nilsson,-430.0,345.0,23.2558,345.0,1
Bradley Scott,Claudio Silva,-225.0,205.0,44.4444,205.0,0
Igor Araujo,Danny Mitchell,-265.0,225.0,37.7358,225.0,1
Dong Hyun Kim,John Hathaway,-290.0,260.0,34.4828,260.0,1
Sai Wang,Zhang Lipeng,-295.0,265.0,33.8983,265.0,0
Matt Mitrione,Shawn Jordan,-115.0,105.0,86.9565,105.0,1
Hatsu Hioki,Ivan Menjivar,-475.0,420.0,21.0526,420.0,1
Kazuki Tokudome,Yui Chul Nam,185.0,-200.0,185.0,50.0,0
Nam Phan,Vaughan Lee,-160.0,150.0,62.5,150.0,0
Albert Cheng,An Ying Wang,125.0,-135.0,125.0,74.0741,0
Jumabieke Tuerxun,Mark Eddiva,-440.0,390.0,22.7273,390.0,0
Ronda Rousey,Sara McMann,-360.0,325.0,27.7778,325.0,1
Daniel Cormier,Patrick Cummins,-750.0,600.0,13.3333,600.0,1
Rory MacDonald,Demian Maia,-290.0,260.0,34.4828,260.0,1
Mike Pyle,TJ Waldburger,-165.0,155.0,60.6061,155.0,1
Robert Whittaker,Stephen Thompson,120.0,-130.0,120.0,76.9231,0
Alexis Davis,Jessica Eye,-150.0,140.0,66.6667,140.0,1
Raphael Assuncao,Pedro Munhoz,-270.0,248.0,37.037,248.0,1
Cody Gibson,Aljamain Sterling,280.0,-340.0,280.0,29.4118,0
Zach Makovsky,Joshua Sampo,-230.0,210.0,43.4783,210.0,1
Rafaello Oliveira,Erik Koch,423.0,-480.0,423.0,20.8333,0
Ernest Chavez,Yosdenis Cedeno,275.0,-305.0,275.0,32.7869,1
Lyoto Machida,Gegard Mousasi,-210.0,190.0,47.619,190.0,1
Jacare Souza,Francis Carmont,-500.0,435.0,20.0,435.0,1
Erick Silva,Takenori Sato,-1100.0,900.0,9.0909,900.0,1
Viscardi Andrade,Nico Musoke,-135.0,125.0,74.0741,125.0,0
Charles Oliveira,Andy Ogle,-735.0,590.0,13.6054,590.0,1
Cristiano Marcello,Joe Proctor,230.0,-250.0,230.0,40.0,0
Rodrigo Damm,Ivan Jorge,150.0,-160.0,150.0,62.5,1
Francisco Trinaldo,Jesse Ronson,-155.0,145.0,64.5161,145.0,1
Iuri Alcantara,Wilson Reis,-215.0,195.0,46.5116,195.0,1
Felipe Arantes,Maximo Blanco,100.0,-110.0,100.0,90.9091,1
Ildemar Alcantara,Albert Tumenov,195.0,-215.0,195.0,46.5116,1
Douglas Silva de Andrade,Zubaira Tukhugov,-105.0,-105.0,95.2381,95.2381,0
Renan Barao,Urijah Faber,-335.0,305.0,29.8507,305.0,1
Jose Aldo,Ricardo Lamas,-750.0,600.0,13.3333,600.0,1
Frank Mir,Alistair Overeem,375.0,-420.0,375.0,23.8095,0
John Lineker,Ali Bagautinov,135.0,-145.0,135.0,68.9655,0
Jamie Varner,Abel Trujillo,-115.0,105.0,86.9565,105.0,0
John Makdessi,Alan Patrick,-125.0,115.0,80.0,115.0,0
Chris Cariaso,Danny Martinez,-170.0,160.0,58.8235,160.0,1
Nick Catone,Tom Watson,115.0,-125.0,115.0,80.0,1
Al Iaquinta,Kevin Lee,-150.0,140.0,66.6667,140.0,1
Clint Hester,Andy Enz,-200.0,185.0,50.0,185.0,1
Anthony Rocco Martin,Rashid Magomedov,130.0,-140.0,130.0,71.4286,0
Neil Magny,Gasan Umalatov,135.0,-145.0,135.0,68.9655,1
Benson Henderson,Josh Thomson,-310.0,280.0,32.2581,280.0,1
Stipe Miocic,Gabriel Gonzaga,-290.0,260.0,34.4828,260.0,1
Donald Cerrone,Adriano Martins,-170.0,160.0,58.8235,160.0,1
Darren Elkins,Jeremy Stephens,105.0,-115.0,105.0,86.9565,0
Alex Caceres,Sergio Pettis,177.0,-192.0,177.0,52.0833,1
Eddie Wineland,Yves Jabouin,-500.0,400.0,20.0,400.0,1
Junior Hernandez,Hugo Viana,290.0,-320.0,290.0,31.25,0
Daron Cruickshank,Mike Rio,-240.0,220.0,41.6667,220.0,1
George Sullivan,Mike Rhodes,255.0,-280.0,255.0,35.7143,1
Walt Harris,Nikita Krylov,-400.0,355.0,25.0,355.0,0
Luke Rockhold,Costas Philippou,-405.0,360.0,24.6914,360.0,1
Lorenz Larkin,Brad Tavares,-260.0,240.0,38.4615,240.0,0
TJ Dillashaw,Mike Easton,-330.0,270.0,30.303,270.0,1
Yoel Romero,Derek Brunson,-210.0,190.0,47.619,190.0,1
John Moraga,Dustin Ortiz,-210.0,190.0,47.619,190.0,1
Cole Miller,Sam Sicilia,-120.0,110.0,83.3333,110.0,1
Ramsey Nijem,Justin Edwards,-155.0,145.0,64.5161,145.0,1
Isaac Vallie-Flagg,Elias Silverio,165.0,-175.0,165.0,57.1429,0
Trevor Smith,Brian Houston,-130.0,120.0,76.9231,120.0,1
Alptekin Ozkilic,Louis Smolka,-270.0,248.0,37.037,248.0,0
Vinc Pichel,Garett Whiteley,-150.0,140.0,66.6667,140.0,1
Charlie Brenneman,Beneil Dariush,-200.0,185.0,50.0,185.0,0
Tarec Saffiedine,Hyun Gyu Lim,-240.0,200.0,41.6667,200.0,1
Tatsuya Kawajiri,Sean Soriano,-102.0,-108.0,98.0392,92.5926,1
Kiichi Kunimoto,Luiz Dutra,140.0,-160.0,140.0,62.5,1
Kyung Ho Kang,Shunichi Shimizu,-325.0,295.0,30.7692,295.0,1
Max Holloway,Will Chope,-265.0,245.0,37.7358,245.0,1
Katsunori Kikuno,Quinn Mulhern,-165.0,155.0,60.6061,155.0,1
Royston Wee,Dave Galera,175.0,-190.0,175.0,52.6316,1
Mairbek Taisumov,Tae Hyun Bang,-350.0,318.0,28.5714,318.0,1
Dustin Kimura,Jon Delos Reyes,-360.0,325.0,27.7778,325.0,1
Leandro Issa,Russell Doane,-120.0,110.0,83.3333,110.0,0
Chris Weidman,Anderson Silva,165.0,-175.0,165.0,57.1429,1
Ronda Rousey,Miesha Tate,-680.0,555.0,14.7059,555.0,1
Josh Barnett,Travis Browne,-135.0,125.0,74.0741,125.0,0
Jim Miller,Fabricio Camoes,-420.0,375.0,23.8095,375.0,1
Dustin Poirier,Diego Brandao,-240.0,220.0,41.6667,220.0,1
Chris Leben,Uriah Hall,295.0,-325.0,295.0,30.7692,0
Gleison Tibau,Michael Johnson,-145.0,135.0,68.9655,135.0,0
John Howard,Siyar Bahadurzada,135.0,-145.0,135.0,68.9655,1
William Patolino,Bobby Voelker,120.0,-130.0,120.0,76.9231,1
Robert Peralta,Estevan Payan,-165.0,155.0,60.6061,155.0,1
Demetrious Johnson,Joseph Benavidez,-135.0,125.0,74.0741,125.0,1
Urijah Faber,Michael McDonald,-150.0,130.0,66.6667,130.0,1
Chad Mendes,Nik Lentz,-900.0,600.0,11.1111,600.0,1
Joe Lauzon,Mac Danzig,-175.0,165.0,57.1429,165.0,1
Court McGee,Ryan LaFlare,110.0,-120.0,110.0,83.3333,0
Danny Castillo,Edson Barboza,255.0,-280.0,255.0,35.7143,0
Bobby Green,Pat Healy,140.0,-150.0,140.0,66.6667,1
Scott Jorgensen,Zach Makovsky,-220.0,200.0,45.4545,200.0,0
Sam Stout,Cody McKenzie,-265.0,245.0,37.7358,245.0,1
Abel Trujillo,Roger Bowling,130.0,-140.0,130.0,71.4286,1
Darren Uyenoyama,Alptekin Ozkilic,210.0,-230.0,210.0,43.4783,0
Mauricio Rua,James Te Huna,125.0,-135.0,125.0,74.0741,1
Ryan Bader,Anthony Perosh,-525.0,450.0,19.0476,450.0,1
Pat Barry,Soa Palelei,-170.0,160.0,58.8235,160.0,0
Dylan Andrews,Clint Hester,-140.0,130.0,71.4286,130.0,0
Julie Kedzie,Bethe Correia,-170.0,160.0,58.8235,160.0,0
Takeya Mizugaki,Nam Phan,-325.0,295.0,30.7692,295.0,1
Nick Ring,Caio Magalhaes,-190.0,165.0,52.6316,165.0,0
Richie Vaculik,Justin Scoggins,310.0,-340.0,310.0,29.4118,0
Bruno Santos,Krzysztof Jotko,-235.0,215.0,42.5532,215.0,0
Ben Wall,Alex Garcia,540.0,-660.0,540.0,15.1515,0
Gray Maynard,Nate Diaz,-120.0,110.0,83.3333,110.0,0
Julianna Pena,Jessica Rakoczy,-290.0,260.0,34.4828,260.0,1
Chris Holdsworth,Davey Grant,-200.0,185.0,50.0,185.0,1
Jessamyn Duke,Peggy Morgan,-245.0,225.0,40.8163,225.0,1
Roxanne Modafferi,Raquel Pennington,400.0,-450.0,400.0,22.2222,0
Akira Corassani,Maximo Blanco,177.0,-192.0,177.0,52.0833,1
Rani Yahya,Tom Niinimaki,-105.0,-105.0,95.2381,95.2381,0
Jared Rosholt,Walt Harris,-245.0,225.0,40.8163,225.0,1
Sean Spencer,Drew Dober,-230.0,210.0,43.4783,210.0,1
Joshua Sampo,Ryan Benoit,-115.0,105.0,86.9565,105.0,1
Georges St-Pierre,Johny Hendricks,-192.0,177.0,52.0833,177.0,1
Rashad Evans,Chael Sonnen,-240.0,220.0,41.6667,220.0,1
Rory MacDonald,Robbie Lawler,-410.0,365.0,24.3902,365.0,0
Josh Koscheck,Tyron Woodley,100.0,-110.0,100.0,90.9091,0
Tim Elliott,Ali Bagautinov,-160.0,150.0,62.5,150.0,0
Donald Cerrone,Evan Dunham,-125.0,115.0,80.0,115.0,1
Ed Herman,Thales Leites,165.0,-175.0,165.0,57.1429,0
Brian Ebersole,Rick Story,190.0,-210.0,190.0,47.619,0
Erik Perez,Edwin Figueroa,-425.0,378.0,23.5294,378.0,1
Jason High,Anthony Lapsley,-320.0,290.0,31.25,290.0,1
Will Campuzano,Sergio Pettis,355.0,-400.0,355.0,25.0,0
Cody Donovan,Gian Villante,310.0,-340.0,310.0,29.4118,0
Vitor Belfort,Dan Henderson,-220.0,200.0,45.4545,200.0,1
Cezar Ferreira,Daniel Sarafian,-165.0,155.0,60.6061,155.0,1
Rafael Feijao,Igor Pokrajac,-320.0,290.0,31.25,290.0,1
Paulo Thiago,Brandon Thatch,325.0,-360.0,325.0,27.7778,0
Santiago Ponzinibbio,Ryan LaFlare,105.0,-115.0,105.0,86.9565,0
Rony Jason,Jeremy Stephens,-185.0,170.0,54.0541,170.0,0
Godofredo Pepey,Sam Sicilia,-120.0,110.0,83.3333,110.0,0
Thiago Perpetuo,Omari Akhmedov,140.0,-150.0,140.0,66.6667,0
Thiago Tavares,Justin Salas,-245.0,225.0,40.8163,225.0,1
Adriano Martins,Daron Cruickshank,130.0,-140.0,130.0,71.4286,1
Jose Maria,Dustin Ortiz,-115.0,105.0,86.9565,105.0,0
Tim Kennedy,Rafael Natal,-380.0,340.0,26.3158,340.0,1
Liz Carmouche,Alexis Davis,-190.0,165.0,52.6316,165.0,0
Ronny Markes,Yoel Romero,145.0,-155.0,145.0,64.5161,0
Jorge Masvidal,Rustam Khabilov,125.0,-135.0,125.0,74.0741,0
Colton Smith,Michael Chiesa,110.0,-120.0,110.0,83.3333,0
Bobby Green,James Krause,105.0,-115.0,105.0,86.9565,1
George Roop,Francisco Rivera,125.0,-135.0,125.0,74.0741,0
Dennis Bermudez,Steven Siler,-190.0,175.0,52.6316,175.0,1
Amanda Nunes,Germaine de Randamie,115.0,-125.0,115.0,80.0,1
Chris Camozzi,Lorenz Larkin,375.0,-420.0,375.0,23.8095,0
Neil Magny,Seth Baczynski,-145.0,135.0,68.9655,135.0,0
Derek Brunson,Brian Houston,-170.0,160.0,58.8235,160.0,1
Lyoto Machida,Mark Munoz,-380.0,340.0,26.3158,340.0,1
Jimi Manuwa,Ryan Jimmo,-150.0,140.0,66.6667,140.0,1
Norman Parke,Jon Tuck,-175.0,165.0,57.1429,165.0,1
Alessio Sakara,Nico Musoke,-175.0,165.0,57.1429,165.0,0
Phil Harris,John Lineker,375.0,-420.0,375.0,23.8095,0
Al Iaquinta,Piotr Hallmann,-160.0,150.0,62.5,150.0,1
Luke Barnatt,Andrew Craig,185.0,-200.0,185.0,50.0,1
Rosi Sexton,Jessica Andrade,110.0,-120.0,110.0,83.3333,0
Andy Ogle,Cole Miller,185.0,-200.0,185.0,50.0,0
Jimy Hettes,Rob Whiteford,-440.0,390.0,22.7273,390.0,1
Bradley Scott,Michael Kuiper,295.0,-325.0,295.0,30.7692,1
Cain Velasquez,Junior Dos Santos,-200.0,185.0,50.0,185.0,1
Daniel Cormier,Roy Nelson,-500.0,435.0,20.0,435.0,1
Gilbert Melendez,Diego Sanchez,-545.0,465.0,18.3486,465.0,1
Gabriel Gonzaga,Shawn Jordan,135.0,-155.0,135.0,64.5161,1
John Dodson,Darrell Montague,-400.0,355.0,25.0,355.0,1
Tim Boetsch,CB Dollaway,-145.0,135.0,68.9655,135.0,1
Nate Marquardt,Hector Lombard,170.0,-185.0,170.0,54.0541,0
George Sotiropoulos,KJ Noons,135.0,-145.0,135.0,68.9655,0
TJ Waldburger,Adlan Amagov,175.0,-190.0,175.0,52.6316,0
Tony Ferguson,Mike Rio,-420.0,375.0,23.8095,375.0,1
Jeremy Larsen,Andre Fili,185.0,-200.0,185.0,50.0,0
Dustin Pague,Kyoji Horiguchi,135.0,-145.0,135.0,68.9655,0
Demian Maia,Jake Shields,-355.0,295.0,28.169,295.0,0
Erick Silva,Dong Hyun Kim,-170.0,160.0,58.8235,160.0,0
Thiago Silva,Matt Hamill,-380.0,340.0,26.3158,340.0,1
