RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Target
Fabio Maldonado,Joey Beltran,-155.0,145.0,64.5161,145.0,1
Rousimar Palhares,Mike Pierce,210.0,-230.0,210.0,43.4783,1
Raphael Assuncao,TJ Dillashaw,210.0,-230.0,210.0,43.4783,1
Ildemar Alcantara,Igor Araujo,-345.0,315.0,28.9855,315.0,0
Yan Cabral,David Mitchell,-310.0,280.0,32.2581,280.0,1
Iliarde Santos,Chris Cariaso,-345.0,315.0,28.9855,315.0,0
Alan Patrick,Garett Whiteley,-255.0,215.0,39.2157,215.0,1
Jon Jones,Alexander Gustafsson,-840.0,660.0,11.9048,660.0,1
Renan Barao,Eddie Wineland,-750.0,600.0,13.3333,600.0,1
Brendan Schaub,Matt Mitrione,145.0,-155.0,145.0,64.5161,1
Costas Philippou,Francis Carmont,-145.0,135.0,68.9655,135.0,0
Pat Healy,Khabib Nurmagomedov,245.0,-265.0,245.0,37.7358,0
Mike Ricci,Myles Jury,375.0,-420.0,375.0,23.8095,0
Ivan Menjivar,Wilson Reis,-125.0,115.0,80.0,115.0,0
Chris Clements,Stephen Thompson,380.0,-430.0,380.0,23.2558,0
Mitch Gagnon,Dustin Kimura,150.0,-160.0,150.0,62.5,1
John Makdessi,Renee Forte,-150.0,140.0,66.6667,140.0,1
Michel Prazeres,Jesse Ronson,105.0,-115.0,105.0,86.9565,1
Roland Delorme,Alex Caceres,130.0,-140.0,130.0,71.4286,0
Nandor Guelmino,Daniel Omielanczuk,230.0,-250.0,230.0,40.0,0
Glover Teixeira,Ryan Bader,-330.0,300.0,30.303,300.0,1
Yushin Okami,Jacare Souza,210.0,-230.0,210.0,43.4783,0
Joseph Benavidez,Jussier Formiga,-720.0,580.0,13.8889,580.0,1
Francisco Trinaldo,Piotr Hallmann,-310.0,280.0,32.2581,280.0,0
Rafael Natal,Tor Troeng,-250.0,230.0,40.0,230.0,1
Marcos Vinicius,Ali Bagautinov,315.0,-345.0,315.0,28.9855,0
Felipe Arantes,Kevin Souza,-275.0,250.0,36.3636,250.0,0
Lucas Martins,Junior Hernandez,-110.0,100.0,90.9091,100.0,1
Joao Zeferino,Elias Silverio,100.0,-110.0,100.0,90.9091,0
Keith Wisniewski,Ivan Jorge,255.0,-280.0,255.0,35.7143,0
Yuri Villefort,Sean Spencer,-220.0,200.0,45.4545,200.0,0
Benson Henderson,Anthony Pettis,100.0,-110.0,100.0,90.9091,0
Frank Mir,Josh Barnett,167.0,-178.0,167.0,56.1798,0
Chad Mendes,Clay Guida,-500.0,435.0,20.0,435.0,1
Ben Rothwell,Brandon Vera,-155.0,145.0,64.5161,145.0,1
Erik Koch,Dustin Poirier,-200.0,185.0,50.0,185.0,0
Jamie Varner,Gleison Tibau,-105.0,-105.0,95.2381,95.2381,0
Louis Gaudinot,Tim Elliott,210.0,-230.0,210.0,43.4783,0
Pascal Krauss,Hyun Gyu Lim,-255.0,235.0,39.2157,235.0,0
Chico Camus,Kyung Ho Kang,210.0,-230.0,210.0,43.4783,1
Soa Palelei,Nikita Krylov,120.0,-130.0,120.0,76.9231,1
Ryan Couture,Al Iaquinta,185.0,-200.0,185.0,50.0,0
Jared Hamman,Magnus Cedenblad,120.0,-130.0,120.0,76.9231,0
Carlos Condit,Martin Kampmann,-280.0,255.0,35.7143,255.0,1
Donald Cerrone,Rafael Dos Anjos,105.0,-115.0,105.0,86.9565,0
Kelvin Gastelum,Brian Melancon,-310.0,280.0,32.2581,280.0,1
Court McGee,Robert Whittaker,170.0,-185.0,170.0,54.0541,1
Takeya Mizugaki,Erik Perez,160.0,-170.0,160.0,58.8235,1
Brad Tavares,Bubba McDaniel,-525.0,450.0,19.0476,450.0,1
Dylan Andrews,Papy Abedi,-315.0,285.0,31.746,285.0,1
Justin Edwards,Brandon Thatch,248.0,-270.0,248.0,37.037,0
Darren Elkins,Hatsu Hioki,145.0,-165.0,145.0,60.6061,1
James Head,Jason High,-130.0,120.0,76.9231,120.0,0
Zak Cummings,Benny Alloway,-125.0,115.0,80.0,115.0,1
Mauricio Rua,Chael Sonnen,-160.0,150.0,62.5,150.0,0
Alistair Overeem,Travis Browne,-150.0,140.0,66.6667,140.0,0
Urijah Faber,Iuri Alcantara,-215.0,195.0,46.5116,195.0,1
Matt Brown,Mike Pyle,-125.0,115.0,80.0,115.0,1
Uriah Hall,John Howard,-475.0,420.0,21.0526,420.0,0
Joe Lauzon,Michael Johnson,-245.0,225.0,40.8163,225.0,0
Brad Pickett,Michael McDonald,290.0,-320.0,290.0,31.25,0
Conor McGregor,Max Holloway,-245.0,225.0,40.8163,225.0,1
Mike Brown,Steven Siler,-210.0,190.0,47.619,190.0,0
Diego Brandao,Daniel Pineda,-178.0,167.0,56.1798,167.0,1
Manvel Gamburyan,Cole Miller,-140.0,130.0,71.4286,130.0,1
Cody Donovan,Ovince Saint Preux,350.0,-440.0,350.0,22.7273,0
Ramsey Nijem,James Vick,-190.0,175.0,52.6316,175.0,0
Jose Aldo,Chan Sung Jung,-875.0,685.0,11.4286,685.0,1
Lyoto Machida,Phil Davis,-325.0,295.0,30.7692,295.0,0
Cezar Ferreira,Thiago Santos,-460.0,410.0,21.7391,410.0,1
Thales Leites,Tom Watson,-160.0,150.0,62.5,150.0,1
John Lineker,Jose Maria,-400.0,355.0,25.0,355.0,1
Vinny Magalhaes,Anthony Perosh,-500.0,435.0,20.0,435.0,0
Amanda Nunes,Sheila Gaff,-195.0,180.0,51.2821,180.0,1
Sergio Moraes,Neil Magny,-161.0,151.0,62.1118,151.0,1
Ian McCall,Iliarde Santos,-455.0,405.0,21.978,405.0,1
Rani Yahya,Josh Clopton,-1000.0,800.0,10.0,800.0,1
Ednaldo Oliveira,Francimar Barroso,-120.0,110.0,83.3333,110.0,0
Viscardi Andrade,Bristol Marunde,-192.0,177.0,52.0833,177.0,1
Demetrious Johnson,John Moraga,-420.0,375.0,23.8095,375.0,1
Rory MacDonald,Jake Ellenberger,-230.0,210.0,43.4783,210.0,1
Robbie Lawler,Bobby Voelker,-345.0,315.0,28.9855,315.0,1
Liz Carmouche,Jessica Andrade,-500.0,435.0,20.0,435.0,1
Michael Chiesa,Jorge Masvidal,255.0,-280.0,255.0,35.7143,0
Danny Castillo,Tim Means,-265.0,245.0,37.7358,245.0,1
Mac Danzig,Melvin Guillard,145.0,-155.0,145.0,64.5161,0
Yves Edwards,Daron Cruickshank,165.0,-190.0,165.0,52.6316,0
Ed Herman,Trevor Smith,-175.0,165.0,57.1429,165.0,1
Julie Kedzie,Germaine de Randamie,170.0,-185.0,170.0,54.0541,0
Aaron Riley,Justin Salas,220.0,-240.0,220.0,41.6667,0
John Albert,Yaotzin Meza,-220.0,200.0,45.4545,200.0,0
Anderson Silva,Chris Weidman,-230.0,210.0,43.4783,210.0,0
Frankie Edgar,Charles Oliveira,-640.0,470.0,15.625,470.0,1
Tim Kennedy,Roger Gracie,-155.0,145.0,64.5161,145.0,1
Mark Munoz,Tim Boetsch,100.0,-110.0,100.0,90.9091,1
Cub Swanson,Dennis Siver,-178.0,167.0,56.1798,167.0,1
Chris Leben,Andrew Craig,140.0,-150.0,140.0,66.6667,0
Norman Parke,Kazuki Tokudome,-131.0,121.0,76.3359,121.0,1
Gabriel Gonzaga,Dave Herman,-155.0,135.0,64.5161,135.0,1
Edson Barboza,Rafaello Oliveira,-600.0,500.0,16.6667,500.0,1
Seth Baczynski,Brian Melancon,-280.0,250.0,35.7143,250.0,0
Mike Pierce,David Mitchell,-660.0,540.0,15.1515,540.0,1
Rashad Evans,Dan Henderson,-190.0,175.0,52.6316,175.0,1
Roy Nelson,Stipe Miocic,-275.0,250.0,36.3636,250.0,0
Ryan Jimmo,Igor Pokrajac,-310.0,280.0,32.2581,280.0,1
Alexis Davis,Rosi Sexton,-500.0,435.0,20.0,435.0,1
Pat Barry,Shawn Jordan,105.0,-115.0,105.0,86.9565,0
Jake Shields,Tyron Woodley,190.0,-210.0,190.0,47.619,1
Sam Stout,James Krause,-290.0,260.0,34.4828,260.0,0
Sean Pierson,Kenny Robertson,130.0,-140.0,130.0,71.4286,1
Roland Delorme,Edwin Figueroa,-136.0,126.0,73.5294,126.0,1
Mitch Clarke,John Maguire,230.0,-250.0,230.0,40.0,1
Yves Jabouin,Dustin Pague,-340.0,310.0,29.4118,310.0,1
Minotauro Nogueira,Fabricio Werdum,245.0,-265.0,245.0,37.7358,0
William Patolino,Leonardo Santos,140.0,-150.0,140.0,66.6667,0
Thiago Silva,Rafael Feijao,190.0,-210.0,190.0,47.619,1
Erick Silva,Jason High,-410.0,365.0,24.3902,365.0,1
Daniel Sarafian,Eddie Mendez,-440.0,390.0,22.7273,390.0,1
Rony Jason,Mike Wilkinson,-330.0,300.0,30.303,300.0,1
Raphael Assuncao,Vaughan Lee,-430.0,380.0,23.2558,380.0,1
Godofredo Pepey,Felipe Arantes,200.0,-220.0,200.0,45.4545,0
Ildemar Alcantara,Leandro Silva,-170.0,160.0,58.8235,160.0,1
Rodrigo Damm,Mizuto Hirota,-155.0,145.0,64.5161,145.0,1
Caio Magalhaes,Karlos Vemola,115.0,-125.0,115.0,80.0,1
Antonio Braga Neto,Anthony Smith,-240.0,220.0,41.6667,220.0,1
Cain Velasquez,Antonio Silva,-705.0,570.0,14.1844,570.0,1
Junior Dos Santos,Mark Hunt,-475.0,420.0,21.0526,420.0,1
Glover Teixeira,James Te Huna,-420.0,375.0,23.8095,375.0,1
Gray Maynard,TJ Grant,-135.0,125.0,74.0741,125.0,0
Donald Cerrone,KJ Noons,-270.0,248.0,37.037,248.0,1
Mike Pyle,Rick Story,150.0,-160.0,150.0,62.5,1
Dennis Bermudez,Max Holloway,-295.0,265.0,33.8983,265.0,1
Colton Smith,Robert Whittaker,-140.0,130.0,71.4286,130.0,0
Khabib Nurmagomedov,Abel Trujillo,-305.0,275.0,32.7869,275.0,1
Stephen Thompson,Nah-Shon Burrell,-170.0,160.0,58.8235,160.0,1
Brian Bowles,George Roop,-295.0,265.0,33.8983,265.0,0
Jeremy Stephens,Estevan Payan,-170.0,160.0,58.8235,160.0,1
Vitor Belfort,Luke Rockhold,-105.0,-105.0,95.2381,95.2381,1
Jacare Souza,Chris Camozzi,-600.0,500.0,16.6667,500.0,1
Rafael Dos Anjos,Evan Dunham,-210.0,190.0,47.619,190.0,1
Rafael Natal,Joao Zeferino,-300.0,270.0,33.3333,270.0,1
Hacran Dias,Nik Lentz,-109.0,-101.0,91.7431,99.0099,0
Francisco Trinaldo,Mike Rio,-320.0,290.0,31.25,290.0,1
Gleison Tibau,John Cholish,-255.0,235.0,39.2157,235.0,1
Paulo Thiago,Michel Prazeres,-190.0,175.0,52.6316,175.0,1
Iuri Alcantara,Iliarde Santos,-525.0,450.0,19.0476,450.0,1
Fabio Maldonado,Roger Hollett,-265.0,245.0,37.7358,245.0,1
John Lineker,Azamat Gashimov,105.0,-115.0,105.0,86.9565,1
Jussier Formiga,Chris Cariaso,-165.0,155.0,60.6061,155.0,1
Lucas Martins,Jeremy Larsen,-315.0,285.0,31.746,285.0,1
Jon Jones,Chael Sonnen,-875.0,685.0,11.4286,685.0,1
Michael Bisping,Alan Belcher,-175.0,165.0,57.1429,165.0,1
Roy Nelson,Cheick Kongo,-235.0,215.0,42.5532,215.0,1
Phil Davis,Vinny Magalhaes,-280.0,255.0,35.7143,255.0,1
Rustam Khabilov,Yancy Medeiros,-185.0,170.0,54.0541,170.0,1
Gian Villante,Ovince Saint Preux,135.0,-145.0,135.0,68.9655,0
Sara McMann,Sheila Gaff,-570.0,480.0,17.5439,480.0,1
Bryan Caraway,Johnny Bedford,100.0,-110.0,100.0,90.9091,1
Leonard Garcia,Cody McKenzie,-205.0,188.0,48.7805,188.0,0
Steven Siler,Kurt Holobaugh,-115.0,105.0,86.9565,105.0,1
Benson Henderson,Gilbert Melendez,-310.0,280.0,32.2581,280.0,1
Frank Mir,Daniel Cormier,335.0,-375.0,335.0,26.6667,0
Nate Diaz,Josh Thomson,-145.0,135.0,68.9655,135.0,0
Matt Brown,Jordan Mein,290.0,-320.0,290.0,31.25,1
Chad Mendes,Darren Elkins,-615.0,510.0,16.2602,510.0,1
Francis Carmont,Lorenz Larkin,-110.0,100.0,90.9091,100.0,1
Ramsey Nijem,Myles Jury,190.0,-210.0,190.0,47.619,0
Joseph Benavidez,Darren Uyenoyama,-570.0,480.0,17.5439,480.0,1
Tim Means,Jorge Masvidal,100.0,-120.0,100.0,83.3333,0
TJ Dillashaw,Hugo Viana,-320.0,290.0,31.25,290.0,1
Anthony Njokuani,Roger Bowling,-175.0,165.0,57.1429,165.0,1
Clifford Starks,Yoel Romero,165.0,-175.0,165.0,57.1429,0
Urijah Faber,Scott Jorgensen,-440.0,390.0,22.7273,390.0,1
Uriah Hall,Kelvin Gastelum,-285.0,258.0,35.0877,258.0,0
Miesha Tate,Cat Zingano,105.0,-115.0,105.0,86.9565,0
Travis Browne,Gabriel Gonzaga,-245.0,225.0,40.8163,225.0,1
Bubba McDaniel,Gilbert Smith,-210.0,190.0,47.619,190.0,1
Josh Samman,Kevin Casey,-455.0,405.0,21.978,405.0,1
Luke Barnatt,Collin Hart,-115.0,105.0,86.9565,105.0,1
Dylan Andrews,Jimmy Quinlan,-130.0,120.0,76.9231,120.0,1
Bristol Marunde,Clint Hester,130.0,-140.0,130.0,71.4286,0
Cole Miller,Bart Palaszewski,140.0,-150.0,140.0,66.6667,1
Sam Sicilia,Maximo Blanco,180.0,-195.0,180.0,51.2821,0
Justin Lawrence,Daniel Pineda,100.0,-110.0,100.0,90.9091,0
Gegard Mousasi,Ilir Latifi,-710.0,575.0,14.0845,575.0,1
Ryan Couture,Ross Pearson,310.0,-340.0,310.0,29.4118,0
Matt Mitrione,Philip De Fries,-250.0,230.0,40.0,230.0,1
Brad Pickett,Mike Easton,-145.0,135.0,68.9655,135.0,1
Diego Brandao,Pablo Garza,-220.0,200.0,45.4545,200.0,1
Akira Corassani,Robert Peralta,420.0,-475.0,420.0,21.0526,1
Reza Madadi,Michael Johnson,260.0,-290.0,260.0,34.4828,1
Tor Troeng,Adam Cella,-240.0,220.0,41.6667,220.0,1
Chris Spang,Adlan Amagov,175.0,-190.0,175.0,52.6316,0
Marcus Brimage,Conor McGregor,140.0,-150.0,140.0,66.6667,0
Benny Alloway,Ryan LaFlare,240.0,-260.0,240.0,38.4615,0
Michael Kuiper,Tom Lawlor,125.0,-135.0,125.0,74.0741,0
Papy Abedi,Besam Yousef,-120.0,110.0,83.3333,110.0,1
Georges St-Pierre,Nick Diaz,-545.0,465.0,18.3486,465.0,1
Carlos Condit,Johny Hendricks,-115.0,105.0,86.9565,105.0,0
Jake Ellenberger,Nate Marquardt,-135.0,125.0,74.0741,125.0,1
Nick Ring,Chris Camozzi,-145.0,135.0,68.9655,135.0,0
Mike Ricci,Colin Fletcher,-450.0,400.0,22.2222,400.0,1
Patrick Cote,Bobby Voelker,-190.0,175.0,52.6316,175.0,1
Antonio Carvalho,Darren Elkins,210.0,-230.0,210.0,43.4783,0
Dan Miller,Jordan Mein,250.0,-300.0,250.0,33.3333,0
John Makdessi,Daron Cruickshank,-130.0,120.0,76.9231,120.0,1
Rick Story,Quinn Mulhern,-370.0,330.0,27.027,330.0,1
TJ Dillashaw,Issei Tamura,-660.0,540.0,15.1515,540.0,1
George Roop,Reuben Duran,110.0,-120.0,110.0,83.3333,1
Wanderlei Silva,Brian Stann,270.0,-300.0,270.0,33.3333,1
Stefan Struve,Mark Hunt,-205.0,188.0,48.7805,188.0,0
Takanori Gomi,Diego Sanchez,211.0,-231.0,211.0,43.29,0
Yushin Okami,Hector Lombard,185.0,-200.0,185.0,50.0,1
Mizuto Hirota,Rani Yahya,-150.0,140.0,66.6667,140.0,0
Dong Hyun Kim,Siyar Bahadurzada,-170.0,160.0,58.8235,160.0,1
Riki Fukuda,Brad Tavares,110.0,-120.0,110.0,83.3333,0
Takeya Mizugaki,Bryan Caraway,-215.0,195.0,46.5116,195.0,1
Cristiano Marcello,Kazuki Tokudome,105.0,-115.0,105.0,86.9565,0
Marcelo Guimaraes,Hyun Gyu Lim,248.0,-270.0,248.0,37.037,0
Ronda Rousey,Liz Carmouche,-900.0,700.0,11.1111,700.0,1
Lyoto Machida,Dan Henderson,-192.0,177.0,52.0833,177.0,1
Urijah Faber,Ivan Menjivar,-350.0,318.0,28.5714,318.0,1
Court McGee,Josh Neer,-370.0,330.0,27.027,330.0,1
Josh Koscheck,Robbie Lawler,-310.0,280.0,32.2581,280.0,0
Brendan Schaub,Lavar Johnson,-105.0,-105.0,95.2381,95.2381,1
Michael Chiesa,Anton Kuivanen,-190.0,175.0,52.6316,175.0,1
Dennis Bermudez,Matt Grice,-410.0,365.0,24.3902,365.0,1
Sam Stout,Caros Fodor,150.0,-160.0,150.0,62.5,1
Kenny Robertson,Brock Jardine,135.0,-145.0,135.0,68.9655,1
Jon Manley,Neil Magny,135.0,-145.0,135.0,68.9655,0
Nah-Shon Burrell,Yuri Villefort,145.0,-155.0,145.0,64.5161,1
Renan Barao,Michael McDonald,-295.0,265.0,33.8983,265.0,1
Cub Swanson,Dustin Poirier,100.0,-110.0,100.0,90.9091,1
Jimi Manuwa,Cyrille Diabate,-200.0,185.0,50.0,185.0,1
Gunnar Nelson,Jorge Santiago,-330.0,300.0,30.303,300.0,1
James Te Huna,Ryan Jimmo,-230.0,190.0,43.4783,190.0,1
Terry Etim,Renee Forte,-355.0,320.0,28.169,320.0,0
Paul Sass,Danny Castillo,-107.0,-103.0,93.4579,97.0874,0
Andy Ogle,Josh Grispi,145.0,-155.0,145.0,64.5161,1
Tom Watson,Stanislav Nedkov,-110.0,100.0,90.9091,100.0,1
Vaughan Lee,Motonobu Tezuka,-127.0,117.0,78.7402,117.0,1
Phil Harris,Ulysses Gomez,185.0,-200.0,185.0,50.0,1
Jose Aldo,Frankie Edgar,-175.0,165.0,57.1429,165.0,1
Rashad Evans,Rogerio Nogueira,-525.0,450.0,19.0476,450.0,0
Alistair Overeem,Antonio Silva,-440.0,390.0,22.7273,390.0,0
Jon Fitch,Demian Maia,-171.0,161.0,58.4795,161.0,0
Joseph Benavidez,Ian McCall,-210.0,190.0,47.619,190.0,1
Gleison Tibau,Evan Dunham,125.0,-135.0,125.0,74.0741,0
Tyron Woodley,Jay Hieron,-160.0,150.0,62.5,150.0,1
Jacob Volkmann,Bobby Green,-430.0,380.0,23.2558,380.0,0
Yves Edwards,Isaac Vallie-Flagg,-215.0,195.0,46.5116,195.0,0
Chico Camus,Dustin Kimura,-135.0,125.0,74.0741,125.0,0
Edwin Figueroa,Francisco Rivera,275.0,-305.0,275.0,32.7869,0
Demetrious Johnson,John Dodson,-245.0,205.0,40.8163,205.0,1
Rampage Jackson,Glover Teixeira,215.0,-235.0,215.0,42.5532,0
Anthony Pettis,Donald Cerrone,-150.0,140.0,66.6667,140.0,1
Erik Koch,Ricardo Lamas,-225.0,205.0,44.4444,205.0,0
TJ Grant,Matt Wiman,-185.0,170.0,54.0541,170.0,1
Clay Guida,Hatsu Hioki,-210.0,190.0,47.619,190.0,1
Mike Stumpf,Pascal Krauss,250.0,-275.0,250.0,36.3636,0
Ryan Bader,Vladimir Matyushenko,-525.0,450.0,19.0476,450.0,1
Mike Russow,Shawn Jordan,-130.0,120.0,76.9231,120.0,0
Rafael Natal,Sean Spencer,-235.0,215.0,42.5532,215.0,1
Simeon Thoresen,David Mitchell,-230.0,210.0,43.4783,210.0,0
Vitor Belfort,Michael Bisping,-121.0,111.0,82.6446,111.0,1
Daniel Sarafian,CB Dollaway,-140.0,130.0,71.4286,130.0,0
Gabriel Gonzaga,Ben Rothwell,-115.0,105.0,86.9565,105.0,1
Thiago Tavares,Khabib Nurmagomedov,175.0,-190.0,175.0,52.6316,0
Godofredo Pepey,Milton Vieira,155.0,-165.0,155.0,60.6061,1
Ronny Markes,Andrew Craig,-315.0,285.0,31.746,285.0,1
Diego Nunes,Nik Lentz,-135.0,125.0,74.0741,125.0,0
Edson Barboza,Lucas Martins,-320.0,290.0,31.25,290.0,1
Wagner Prado,Ildemar Alcantara,-215.0,195.0,46.5116,195.0,0
Francisco Trinaldo,CJ Keith,-440.0,390.0,22.7273,390.0,1
Junior Dos Santos,Cain Velasquez,-190.0,175.0,52.6316,175.0,0
Jim Miller,Joe Lauzon,-185.0,170.0,54.0541,170.0,1
Tim Boetsch,Costas Philippou,-145.0,135.0,68.9655,135.0,0
Yushin Okami,Alan Belcher,105.0,-115.0,105.0,86.9565,1
Chris Leben,Derek Brunson,-144.0,134.0,69.4444,134.0,0
Brad Pickett,Eddie Wineland,145.0,-155.0,145.0,64.5161,0
Erik Perez,Byron Bloodworth,-475.0,420.0,21.0526,420.0,1
Melvin Guillard,Jamie Varner,-140.0,130.0,71.4286,130.0,0
Michael Johnson,Myles Jury,-255.0,235.0,39.2157,235.0,0
Philip De Fries,Todd Duffee,315.0,-345.0,315.0,28.9855,0
Leonard Garcia,Max Holloway,380.0,-430.0,380.0,23.2558,0
Chris Cariaso,John Moraga,130.0,-140.0,130.0,71.4286,0
Roy Nelson,Matt Mitrione,-185.0,170.0,54.0541,170.0,1
Colton Smith,Mike Ricci,270.0,-300.0,270.0,33.3333,1
Pat Barry,Shane del Rosario,220.0,-240.0,220.0,41.6667,1
Dustin Poirier,Jonathan Brookins,-270.0,248.0,37.037,248.0,1
Mike Pyle,James Head,-130.0,120.0,76.9231,120.0,1
Johnny Bedford,Marcos Vinicius,-265.0,245.0,37.7358,245.0,1
Vinc Pichel,Rustam Khabilov,260.0,-290.0,260.0,34.4828,0
TJ Waldburger,Nick Catone,-105.0,-105.0,95.2381,95.2381,1
Reuben Duran,Hugo Viana,-125.0,115.0,80.0,115.0,0
Mike Rio,John Cofer,100.0,-110.0,100.0,90.9091,1
Jared Papazian,Tim Elliott,175.0,-190.0,175.0,52.6316,0
George Sotiropoulos,Ross Pearson,190.0,-210.0,190.0,47.619,0
Robert Whittaker,Bradley Scott,-235.0,215.0,42.5532,215.0,1
Colin Fletcher,Norman Parke,116.0,-126.0,116.0,79.3651,0
Hector Lombard,Rousimar Palhares,-225.0,205.0,44.4444,205.0,1
Chad Mendes,Yaotzin Meza,-1650.0,1300.0,6.0606,1300.0,1
Mike Pierce,Seth Baczynski,-400.0,355.0,25.0,355.0,1
Benny Alloway,Manuel Rodriguez,-235.0,215.0,42.5532,215.0,1
Brendan Loughnane,Mike Wilkinson,210.0,-230.0,210.0,43.4783,0
Nick Penner,Cody Donovan,-140.0,130.0,71.4286,130.0,0
Benson Henderson,Nate Diaz,-225.0,185.0,44.4444,185.0,1
Mauricio Rua,Alexander Gustafsson,240.0,-280.0,240.0,35.7143,0
BJ Penn,Rory MacDonald,275.0,-335.0,275.0,29.8507,0
Mike Swick,Matt Brown,-140.0,120.0,71.4286,120.0,0
Yves Edwards,Jeremy Stephens,200.0,-240.0,200.0,41.6667,1
Raphael Assuncao,Mike Easton,250.0,-300.0,250.0,33.3333,1
Ramsey Nijem,Joe Proctor,-230.0,190.0,43.4783,190.0,1
Daron Cruickshank,Henry Martinez,-170.0,150.0,58.8235,150.0,1
Marcus LeVesseur,Abel Trujillo,-140.0,120.0,71.4286,120.0,0
Dennis Siver,Nam Phan,-290.0,245.0,34.4828,245.0,1
Scott Jorgensen,John Albert,-280.0,240.0,35.7143,240.0,1
Georges St-Pierre,Carlos Condit,-300.0,270.0,33.3333,270.0,1
Johny Hendricks,Martin Kampmann,-167.0,157.0,59.8802,157.0,1
Francis Carmont,Tom Lawlor,-245.0,225.0,40.8163,225.0,1
Mark Bocek,Rafael Dos Anjos,190.0,-210.0,190.0,47.619,0
Mark Hominick,Pablo Garza,-280.0,255.0,35.7143,255.0,0
Patrick Cote,Alessio Sakara,-210.0,190.0,47.619,190.0,1
Cyrille Diabate,Chad Griggs,-125.0,115.0,80.0,115.0,1
Sam Stout,John Makdessi,-200.0,185.0,50.0,185.0,0
Antonio Carvalho,Rodrigo Damm,-205.0,188.0,48.7805,188.0,1
Matthew Riddle,John Maguire,-220.0,200.0,45.4545,200.0,1
Ivan Menjivar,Azamat Gashimov,-215.0,195.0,46.5116,195.0,1
Steven Siler,Darren Elkins,100.0,-110.0,100.0,90.9091,0
Rich Franklin,Cung Le,-450.0,400.0,22.2222,400.0,0
Dong Hyun Kim,Paulo Thiago,-320.0,290.0,31.25,290.0,1
Takanori Gomi,Mac Danzig,170.0,-185.0,170.0,54.0541,1
Tiequan Zhang,Jon Tuck,285.0,-315.0,285.0,31.746,0
Takeya Mizugaki,Jeff Hougland,-440.0,390.0,22.7273,390.0,1
Alex Caceres,Motonobu Tezuka,-220.0,200.0,45.4545,200.0,1
Yasuhiro Urushitani,John Lineker,195.0,-215.0,195.0,46.5116,0
Riki Fukuda,Tom DeBlass,-260.0,240.0,38.4615,240.0,1
Anderson Silva,Stephan Bonnar,-1000.0,800.0,10.0,800.0,1
Minotauro Nogueira,Dave Herman,-210.0,190.0,47.619,190.0,1
Glover Teixeira,Fabio Maldonado,-475.0,420.0,21.0526,420.0,1
Jon Fitch,Erick Silva,177.0,-192.0,177.0,52.0833,1
Phil Davis,Wagner Prado,-355.0,320.0,28.169,320.0,1
Demian Maia,Rick Story,-115.0,105.0,86.9565,105.0,1
Rony Jason,Sam Sicilia,-210.0,190.0,47.619,190.0,1
Gleison Tibau,Francisco Trinaldo,-130.0,120.0,76.9231,120.0,1
Diego Brandao,Joey Gambino,-250.0,230.0,40.0,230.0,1
Sergio Moraes,Renee Forte,-210.0,190.0,47.619,190.0,1
Luiz Cane,Chris Camozzi,-145.0,135.0,68.9655,135.0,0
Cristiano Marcello,Reza Madadi,135.0,-145.0,135.0,68.9655,1
Travis Browne,Antonio Silva,-185.0,170.0,54.0541,170.0,0
Jake Ellenberger,Jay Hieron,-310.0,280.0,32.2581,280.0,1
John Dodson,Jussier Formiga,-255.0,235.0,39.2157,235.0,1
Josh Neer,Justin Edwards,-280.0,255.0,35.7143,255.0,0
Michael Johnson,Danny Castillo,-185.0,170.0,54.0541,170.0,1
Aaron Simpson,Mike Pierce,135.0,-145.0,135.0,68.9655,0
Marcus LeVesseur,Carlo Prater,-155.0,145.0,64.5161,145.0,1
Jacob Volkmann,Shane Roller,-170.0,160.0,58.8235,160.0,1
Bart Palaszewski,Diego Nunes,177.0,-192.0,177.0,52.0833,0
Darren Uyenoyama,Phil Harris,-300.0,270.0,33.3333,270.0,1
Stefan Struve,Stipe Miocic,155.0,-165.0,155.0,60.6061,1
Dan Hardy,Amir Sadollah,-230.0,210.0,43.4783,210.0,1
Brad Pickett,Yves Jabouin,-156.0,146.0,64.1026,146.0,1
Paul Sass,Matt Wiman,-110.0,110.0,90.9091,110.0,0
John Hathaway,John Maguire,-255.0,235.0,39.2157,235.0,1
Che Mills,Duane Ludwig,-230.0,210.0,43.4783,210.0,1
Kyle Kingsbury,Jimi Manuwa,225.0,-245.0,225.0,40.8163,0
Andy Ogle,Akira Corassani,-155.0,145.0,64.5161,145.0,0
Tom Watson,Brad Tavares,150.0,-160.0,150.0,62.5,0
DaMarques Johnson,Gunnar Nelson,310.0,-340.0,310.0,29.4118,0
Jason Young,Robert Peralta,-115.0,105.0,86.9565,105.0,0
Jon Jones,Vitor Belfort,-840.0,660.0,11.9048,660.0,1
Joseph Benavidez,Demetrious Johnson,-245.0,225.0,40.8163,225.0,0
Michael Bisping,Brian Stann,-200.0,185.0,50.0,185.0,1
Matt Hamill,Roger Hollett,-340.0,310.0,29.4118,310.0,1
Cub Swanson,Charles Oliveira,215.0,-235.0,215.0,42.5532,1
Igor Pokrajac,Vinny Magalhaes,-155.0,145.0,64.5161,145.0,0
TJ Grant,Evan Dunham,115.0,-125.0,115.0,80.0,1
